CD_LOC;UF;abstencoes;aptos;comparecimentos;validos
SP00815;SP;1456;4827;3371;3069
SP00816;SP;1333;4010;2677;2395
SP00817;SP;1526;5075;3549;3130
SP00818;SP;1051;4699;3648;3260
SP00819;SP;325;1557;1232;1117
SP00820;SP;742;2998;2256;2080
SP00821;SP;803;3156;2353;2159
SP00822;SP;454;1894;1440;1305
SP00823;SP;669;2754;2085;1908
SP00824;SP;1303;5510;4207;3855
SP00825;SP;881;3960;3079;2883
SP00826;SP;494;2231;1737;1602
SP00827;SP;1826;7530;5704;5280
SP00828;SP;4;40;36;35
SP00829;SP;270;1366;1096;1041
SP00830;SP;378;1919;1541;1441
SP00831;SP;732;3038;2306;2080
SP00832;SP;1251;4365;3114;2887
SP00833;SP;1422;5058;3636;3313
SP00834;SP;917;3451;2534;2371
SP00835;SP;1245;4136;2891;2599
SP00836;SP;1498;4922;3424;3076
SP00837;SP;485;2272;1787;1638
SP00838;SP;1212;4893;3681;3293
SP00839;SP;248;942;694;645
SP00840;SP;198;990;792;731
SP00841;SP;1583;6587;5004;4505
SP00842;SP;1972;6278;4306;3842
SP00843;SP;1709;5641;3932;3457
SP00844;SP;378;1541;1163;1019
SP00845;SP;411;1830;1419;1258
SP00846;SP;2053;7352;5299;4594
SP00847;SP;1026;4082;3056;2680
SP00848;SP;1617;5251;3634;3215
SP00849;SP;796;3277;2481;2227
SP00850;SP;1407;5224;3817;3360
SP00851;SP;1798;5695;3897;3445
SP00852;SP;447;1783;1336;1187
SP00853;SP;1041;4081;3040;2702
SP00854;SP;1830;6049;4219;3710
SP00855;SP;889;3058;2169;1971
SP00856;SP;1524;6062;4538;3965
SP00857;SP;683;3507;2824;2520
SP00858;SP;1507;6096;4589;4012
SP00859;SP;1029;4366;3337;2989
SP00860;SP;665;3076;2411;2167
SP00861;SP;894;3884;2990;2527
SP00862;SP;1121;4149;3028;2658
SP00863;SP;879;3714;2835;2563
SP00864;SP;477;2151;1674;1523
SP00865;SP;1252;5331;4079;3676
SP00866;SP;504;2305;1801;1597
SP00867;SP;469;2195;1726;1512
SP00868;SP;1162;4537;3375;2962
SP00869;SP;574;2469;1895;1630
SP00870;SP;347;1214;867;734
SP00871;SP;1009;4180;3171;2752
SP00872;SP;1187;4150;2963;2530
SP00873;SP;1589;5220;3631;3177
SP00874;SP;884;3637;2753;2442
SP00875;SP;999;4489;3490;3034
SP00876;SP;1072;4758;3686;3209
SP00877;SP;570;2332;1762;1564
SP00878;SP;1043;4052;3009;2623
SP00879;SP;1597;5137;3540;3060
SP00880;SP;942;4156;3214;2820
SP00881;SP;275;1173;898;802
SP00882;SP;471;1968;1497;1289
SP00883;SP;334;1492;1158;1013
SP00884;SP;1908;6025;4117;3740
SP00885;SP;1064;3760;2696;2397
SP00886;SP;1095;3614;2519;2299
SP00887;SP;771;2549;1778;1626
SP00888;SP;803;3225;2422;2268
SP00889;SP;1287;4118;2831;2624
SP00890;SP;1836;6506;4670;4310
SP00891;SP;1571;6195;4624;4237
SP00892;SP;1413;4485;3072;2805
SP00893;SP;1252;4866;3614;3312
SP00894;SP;1201;4335;3134;2930
SP00895;SP;1486;4545;3059;2771
SP00896;SP;1125;3683;2558;2297
SP00897;SP;1112;4232;3120;2793
SP00898;SP;1363;4477;3114;2828
SP00899;SP;930;3360;2430;2284
SP00900;SP;1238;4799;3561;3150
SP00901;SP;1226;4411;3185;2788
SP00902;SP;870;3771;2901;2611
SP00903;SP;436;1833;1397;1304
SP00904;SP;302;1355;1053;957
SP00905;SP;1315;5577;4262;3813
SP00906;SP;392;1659;1267;1151
SP00907;SP;842;3598;2756;2451
SP00908;SP;507;2080;1573;1408
SP00909;SP;546;2198;1652;1520
SP00910;SP;170;884;714;669
SP00911;SP;741;2895;2154;1990
SP00912;SP;523;2322;1799;1669
SP00913;SP;879;3776;2897;2522
SP00914;SP;216;1086;870;777
SP00915;SP;460;1861;1401;1239
SP00916;SP;316;1311;995;879
SP00917;SP;64;310;246;227
SP00918;SP;374;1646;1272;1131
SP00919;SP;253;1249;996;881
SP00920;SP;1844;6672;4828;4222
SP00921;SP;359;1221;862;749
SP00922;SP;2549;8638;6089;5400
SP00923;SP;1881;5779;3898;3490
SP00924;SP;1666;5898;4232;3763
SP00925;SP;1463;5327;3864;3431
SP00926;SP;1640;5575;3935;3541
SP00927;SP;1295;4583;3288;3004
SP00928;SP;1183;5132;3949;3568
SP00929;SP;575;2588;2013;1811
SP00930;SP;658;2858;2200;1961
SP00931;SP;355;1575;1220;1128
SP00932;SP;830;3504;2674;2297
SP00933;SP;1776;6037;4261;3866
SP00934;SP;1547;5284;3737;3355
SP00935;SP;1948;6922;4974;4453
SP00936;SP;1905;6913;5008;4417
SP00937;SP;1493;5631;4138;3702
SP00938;SP;2227;7741;5514;4913
SP00939;SP;1846;6851;5005;4527
SP00940;SP;2241;7378;5137;4531
SP00941;SP;2262;8289;6027;5363
SP00942;SP;1483;6510;5027;4496
SP00943;SP;1498;5578;4080;3623
SP00944;SP;1830;6614;4784;4198
SP00945;SP;1708;6631;4923;4415
SP00946;SP;1104;4553;3449;3030
SP00947;SP;1664;6568;4904;4308
SP00948;SP;1470;6371;4901;4307
SP00949;SP;1602;6028;4426;3908
SP00950;SP;1701;6838;5137;4549
SP00951;SP;1636;6758;5122;4527
SP00952;SP;4403;13315;8912;8050
SP00953;SP;1633;6513;4880;4404
SP00954;SP;1257;4954;3697;3284
SP00955;SP;1047;4285;3238;2944
SP00956;SP;1875;6086;4211;3805
SP00957;SP;1676;6423;4747;4224
SP00958;SP;2066;5350;3284;2978
SP00959;SP;2018;7126;5108;4526
SP00960;SP;1043;3791;2748;2473
SP00961;SP;353;1021;668;580
SP00962;SP;213;709;496;418
SP00963;SP;171;706;535;491
SP00964;SP;3873;11909;8036;7711
SP00965;SP;1857;6230;4373;4089
SP00966;SP;1417;4337;2920;2684
SP00967;SP;1294;4335;3041;2783
SP00968;SP;1631;5544;3913;3628
SP00969;SP;1629;5494;3865;3460
SP00970;SP;1358;4314;2956;2794
SP00971;SP;1411;4461;3050;2866
SP00972;SP;1777;5527;3750;3495
SP00973;SP;1310;4361;3051;2852
SP00974;SP;1090;3974;2884;2747
SP00975;SP;1857;5925;4068;3742
SP00976;SP;825;3374;2549;2424
SP00977;SP;1431;4747;3316;3042
SP00978;SP;1370;4720;3350;3145
SP00979;SP;997;3936;2939;2696
SP00980;SP;1390;4362;2972;2847
SP00981;SP;1624;4660;3036;2891
SP00982;SP;1676;5546;3870;3645
SP00983;SP;1170;4483;3313;3052
SP00984;SP;616;2369;1753;1631
SP00985;SP;806;3154;2348;2167
SP00986;SP;661;2746;2085;1909
SP00987;SP;1255;4690;3435;3001
SP00988;SP;1292;5130;3838;3609
SP00989;SP;1261;4732;3471;3218
SP00990;SP;806;3164;2358;2177
SP00991;SP;1011;3538;2527;2349
SP00992;SP;455;1966;1511;1364
SP00993;SP;354;1554;1200;1064
SP00994;SP;849;3170;2321;2174
SP00995;SP;870;3591;2721;2600
SP00996;SP;403;1564;1161;1073
SP00997;SP;106;391;285;270
SP00998;SP;212;790;578;547
SP00999;SP;215;789;574;505
SP01000;SP;1632;5650;4018;3735
SP01001;SP;1706;5804;4098;3866
SP01002;SP;1101;3956;2855;2616
SP01003;SP;1491;6014;4523;4285
SP01004;SP;2534;8670;6136;5801
SP01005;SP;1664;5082;3418;3224
SP01006;SP;1284;5115;3831;3584
SP01007;SP;922;3314;2392;2193
SP01008;SP;957;3674;2717;2485
SP01009;SP;800;3257;2457;2274
SP01010;SP;756;2767;2011;1872
SP01011;SP;1111;4250;3139;2863
SP01012;SP;2702;9040;6338;5836
SP01013;SP;1487;5581;4094;3693
SP01014;SP;936;3487;2551;2279
SP01015;SP;1517;5212;3695;3352
SP01016;SP;2241;7681;5440;4737
SP01017;SP;1228;3849;2621;2330
SP01018;SP;1287;4200;2913;2584
SP01019;SP;864;3579;2715;2443
SP01020;SP;353;1678;1325;1185
SP01021;SP;1808;5856;4048;3596
SP01022;SP;1890;7237;5347;4866
SP01023;SP;1545;5047;3502;3139
SP01024;SP;305;1053;748;677
SP01025;SP;1156;3899;2743;2497
SP01026;SP;1309;4576;3267;2914
SP01027;SP;963;3926;2963;2647
SP01028;SP;1259;4443;3184;2856
SP01029;SP;766;3145;2379;2102
SP01030;SP;745;3473;2728;2458
SP01031;SP;978;4290;3312;2976
SP01032;SP;1201;4988;3787;3368
SP01033;SP;1041;4681;3640;3260
SP01034;SP;986;3909;2923;2629
SP01035;SP;1734;6691;4957;4461
SP01036;SP;941;4224;3283;2981
SP01037;SP;1256;5057;3801;3358
SP01038;SP;824;3517;2693;2413
SP01039;SP;913;3823;2910;2500
SP01040;SP;918;3542;2624;2341
SP01041;SP;345;1390;1045;952
SP01042;SP;1102;4324;3222;2860
SP01043;SP;357;1572;1215;1076
SP01044;SP;1083;4726;3643;3278
SP01045;SP;1144;4702;3558;3198
SP01046;SP;359;1567;1208;1075
SP01047;SP;622;2728;2106;1848
SP01048;SP;366;1647;1281;1151
SP01049;SP;554;2385;1831;1631
SP01050;SP;456;1959;1503;1357
SP01051;SP;720;3156;2436;2170
SP01052;SP;1772;6139;4367;4009
SP01053;SP;1807;5114;3307;2985
SP01054;SP;1323;4275;2952;2664
SP01055;SP;1632;5802;4170;3743
SP01056;SP;1835;6196;4361;3971
SP01057;SP;1629;6658;5029;4626
SP01058;SP;1477;5074;3597;3244
SP01059;SP;1382;5785;4403;4017
SP01060;SP;1416;5345;3929;3593
SP01061;SP;1179;4129;2950;2642
SP01062;SP;916;2994;2078;1898
SP01063;SP;1259;4282;3023;2611
SP01064;SP;1568;6076;4508;3996
SP01065;SP;1006;3662;2656;2404
SP01066;SP;741;2883;2142;1974
SP01067;SP;752;3428;2676;2356
SP01068;SP;951;3742;2791;2446
SP01069;SP;660;3158;2498;2322
SP01070;SP;731;3112;2381;2167
SP01071;SP;364;1661;1297;1161
SP01072;SP;236;1029;793;718
SP01073;SP;603;2744;2141;1959
SP01074;SP;302;1372;1070;929
SP01075;SP;327;1334;1007;906
SP01076;SP;701;3137;2436;2236
SP01077;SP;594;3176;2582;2426
SP01078;SP;3099;10615;7516;6696
SP01079;SP;2431;8588;6157;5426
SP01080;SP;1064;3811;2747;2413
SP01081;SP;1162;4604;3442;3068
SP01082;SP;927;2526;1599;1391
SP01083;SP;1026;3114;2088;1885
SP01084;SP;871;4187;3316;2955
SP01085;SP;826;3957;3131;2778
SP01086;SP;1043;4668;3625;3209
SP01087;SP;700;3331;2631;2370
SP01088;SP;166;889;723;650
SP01089;SP;1311;5551;4240;3833
SP01090;SP;1059;4652;3593;3177
SP01091;SP;677;3433;2756;2417
SP01092;SP;2048;5885;3837;3441
SP01093;SP;1752;5944;4192;3769
SP01094;SP;1491;4951;3460;3166
SP01095;SP;1700;5974;4274;3803
SP01096;SP;1250;4179;2929;2634
SP01097;SP;2237;7641;5404;4956
SP01098;SP;1626;5642;4016;3697
SP01099;SP;1301;4340;3039;2757
SP01100;SP;1271;4090;2819;2551
SP01101;SP;1570;5144;3574;3269
SP01102;SP;1032;3065;2033;1847
SP01103;SP;1463;5564;4101;3810
SP01104;SP;1123;3373;2250;1976
SP01105;SP;1658;5682;4024;3674
SP01106;SP;2530;8626;6096;5278
SP01107;SP;2573;8910;6337;5490
SP01108;SP;796;3363;2567;2290
SP01109;SP;819;3179;2360;1990
SP01110;SP;962;3484;2522;2225
SP01111;SP;437;1699;1262;1137
SP01112;SP;463;1834;1371;1176
SP01113;SP;1233;5153;3920;3592
SP01114;SP;369;1783;1414;1292
SP01115;SP;426;2032;1606;1452
SP01116;SP;793;3795;3002;2819
SP01117;SP;196;703;507;446
SP01118;SP;922;3117;2195;1941
SP01119;SP;187;893;706;619
SP01120;SP;2057;6954;4897;4262
SP01121;SP;572;2241;1669;1464
SP01122;SP;1116;3123;2007;1734
SP01123;SP;2405;8211;5806;5143
SP01124;SP;2003;6479;4476;3881
SP01125;SP;959;3476;2517;2221
SP01126;SP;1883;6161;4278;3867
SP01127;SP;2266;7942;5676;5033
SP01128;SP;1451;4920;3469;3124
SP01129;SP;1676;6181;4505;3991
SP01130;SP;1815;6066;4251;3803
SP01131;SP;1387;5996;4609;4098
SP01132;SP;1812;5881;4069;3658
SP01133;SP;1725;5893;4168;3716
SP01134;SP;1237;4563;3326;2951
SP01135;SP;1513;5468;3955;3502
SP01136;SP;1561;6560;4999;4443
SP01137;SP;288;1190;902;820
SP01138;SP;813;3414;2601;2336
SP01139;SP;692;2703;2011;1760
SP01140;SP;1073;4702;3629;3277
SP01141;SP;1660;6662;5002;4489
SP01142;SP;1157;5011;3854;3443
SP01143;SP;758;3097;2339;2118
SP01144;SP;705;3086;2381;2105
SP01145;SP;1240;5008;3768;3282
SP01146;SP;1088;4300;3212;2836
SP01147;SP;613;2332;1719;1550
SP01148;SP;626;2683;2057;1794
SP01149;SP;807;3540;2733;2503
SP01150;SP;428;1851;1423;1249
SP01151;SP;162;692;530;462
SP01152;SP;267;1143;876;777
SP01153;SP;3346;12021;8675;7543
SP01154;SP;1776;7187;5411;4666
SP01155;SP;1122;4827;3705;3216
SP01156;SP;1150;4593;3443;3002
SP01157;SP;1713;6773;5060;4423
SP01158;SP;1659;6016;4357;3746
SP01159;SP;649;2758;2109;1825
SP01160;SP;419;1821;1402;1184
SP01161;SP;581;2722;2141;1875
SP01162;SP;315;1286;971;845
SP01163;SP;1326;4114;2788;2511
SP01164;SP;1820;5708;3888;3510
SP01165;SP;1112;3908;2796;2560
SP01166;SP;1519;5277;3758;3330
SP01167;SP;1809;6259;4450;3857
SP01168;SP;1822;5911;4089;3706
SP01169;SP;1826;6535;4709;4207
SP01170;SP;2257;7817;5560;4925
SP01171;SP;1861;6620;4759;4198
SP01172;SP;1801;6690;4889;4508
SP01173;SP;1222;4537;3315;2967
SP01174;SP;1916;6350;4434;3921
SP01175;SP;1251;4660;3409;3034
SP01176;SP;2485;8236;5751;5001
SP01177;SP;1235;4264;3029;2761
SP01178;SP;2131;7018;4887;4217
SP01179;SP;825;3692;2867;2584
SP01180;SP;1294;4666;3372;2916
SP01181;SP;1289;4741;3452;3075
SP01182;SP;1514;5929;4415;4150
SP01183;SP;1718;6376;4658;4337
SP01184;SP;1062;4359;3297;2978
SP01185;SP;929;3511;2582;2235
SP01186;SP;785;3559;2774;2578
SP01187;SP;633;2356;1723;1485
SP01188;SP;434;1590;1156;1027
SP01189;SP;1871;5883;4012;3572
SP01190;SP;1538;5137;3599;3201
SP01191;SP;2054;7205;5151;4453
SP01192;SP;1508;5481;3973;3473
SP01193;SP;2025;6918;4893;4244
SP01194;SP;845;3150;2305;2000
SP01195;SP;1620;5991;4371;3776
SP01196;SP;1815;6441;4626;4044
SP01197;SP;1539;6065;4526;3915
SP01198;SP;994;4394;3400;2969
SP01199;SP;1132;4561;3429;2987
SP01200;SP;1272;4925;3653;3094
SP01201;SP;1460;5937;4477;3808
SP01202;SP;1623;6413;4790;4188
SP01203;SP;1188;5224;4036;3552
SP01204;SP;1268;5365;4097;3600
SP01205;SP;1598;6483;4885;4249
SP01206;SP;1164;4510;3346;2988
SP01207;SP;1055;4349;3294;2882
SP01208;SP;1660;6891;5231;4537
SP01209;SP;2061;7838;5777;4973
SP01210;SP;722;3150;2428;2062
SP01211;SP;1111;4601;3490;2958
SP01212;SP;1771;7434;5663;5006
SP01213;SP;1084;4450;3366;2935
SP01214;SP;1400;5318;3918;3343
SP01215;SP;1612;6563;4951;4248
SP01216;SP;1096;4894;3798;3196
SP01217;SP;566;2233;1667;1397
SP01218;SP;272;1256;984;820
SP01219;SP;874;3597;2723;2321
SP01220;SP;543;2623;2080;1779
SP01221;SP;1148;4891;3743;3234
SP01222;SP;458;2122;1664;1414
SP01223;SP;1129;3886;2757;2441
SP01224;SP;645;2283;1638;1422
SP01225;SP;100;458;358;307
SP01226;SP;238;959;721;606
SP01227;SP;1106;4013;2907;2532
SP01228;SP;1199;4077;2878;2453
SP01229;SP;1299;5709;4410;3825
SP01230;SP;759;2563;1804;1546
SP01231;SP;1512;4357;2845;2525
SP01232;SP;1364;4544;3180;2758
SP01233;SP;974;3348;2374;2061
SP01234;SP;482;1567;1085;935
SP01235;SP;2121;7584;5463;4655
SP01236;SP;1311;4335;3024;2607
SP01237;SP;1765;5922;4157;3581
SP01238;SP;1074;4275;3201;2740
SP01239;SP;1417;6020;4603;3951
SP01240;SP;490;2099;1609;1399
SP01241;SP;1719;6681;4962;4241
SP01242;SP;864;3576;2712;2350
SP01243;SP;1106;4912;3806;3313
SP01244;SP;795;3449;2654;2317
SP01245;SP;1801;7927;6126;5373
SP01246;SP;1463;6332;4869;4202
SP01247;SP;1135;4854;3719;3235
SP01248;SP;1581;6322;4741;4109
SP01249;SP;2221;7808;5587;4801
SP01250;SP;1045;4254;3209;2779
SP01251;SP;1497;5249;3752;3249
SP01252;SP;923;3905;2982;2543
SP01253;SP;375;1578;1203;1059
SP01254;SP;1839;7148;5309;4626
SP01255;SP;1338;5145;3807;3236
SP01256;SP;1732;6264;4532;3944
SP01257;SP;809;3540;2731;2355
SP01258;SP;942;3588;2646;2276
SP01259;SP;433;1800;1367;1201
SP01260;SP;1485;5635;4150;3556
SP01261;SP;1067;4017;2950;2557
SP01262;SP;1044;4424;3380;2910
SP01263;SP;1336;3672;2336;1991
SP01264;SP;408;1742;1334;1118
SP01265;SP;670;2308;1638;1393
SP01266;SP;673;2296;1623;1411
SP01267;SP;994;3668;2674;2299
SP01268;SP;367;1395;1028;899
SP01269;SP;300;1317;1017;874
SP01270;SP;186;767;581;509
SP01271;SP;1177;3998;2821;2542
SP01272;SP;898;3598;2700;2426
SP01273;SP;1995;6832;4837;4316
SP01274;SP;1938;6482;4544;4029
SP01275;SP;2370;8215;5845;5265
SP01276;SP;1569;5814;4245;3744
SP01277;SP;1271;5451;4180;3715
SP01278;SP;1798;6124;4326;3838
SP01279;SP;1811;7160;5349;4714
SP01280;SP;1383;5845;4462;3951
SP01281;SP;1351;6196;4845;4350
SP01282;SP;2140;8652;6512;5817
SP01283;SP;978;4641;3663;3368
SP01284;SP;661;2886;2225;1986
SP01285;SP;1032;4343;3311;2984
SP01286;SP;1144;5329;4185;3770
SP01287;SP;1031;4630;3599;3263
SP01288;SP;841;3628;2787;2512
SP01289;SP;1925;8261;6336;5625
SP01290;SP;1366;5911;4545;4081
SP01291;SP;462;2147;1685;1522
SP01292;SP;1403;5775;4372;3949
SP01293;SP;1924;8374;6450;5808
SP01294;SP;1152;5309;4157;3699
SP01295;SP;670;3038;2368;2129
SP01296;SP;474;1918;1444;1312
SP01297;SP;1084;5073;3989;3512
SP01298;SP;1112;4397;3285;2937
SP01299;SP;893;3911;3018;2702
SP01300;SP;753;3153;2400;2207
SP01301;SP;470;2227;1757;1575
SP01302;SP;629;2717;2088;1887
SP01303;SP;1032;4518;3486;3136
SP01304;SP;964;3849;2885;2564
SP01305;SP;956;3647;2691;2402
SP01306;SP;2527;10069;7542;6674
SP01307;SP;1204;5091;3887;3447
SP01308;SP;986;4137;3151;2804
SP01309;SP;710;3292;2582;2342
SP01310;SP;1295;5036;3741;3352
SP01311;SP;56;289;233;221
SP01312;SP;1230;4582;3352;2891
SP01313;SP;1284;5646;4362;3848
SP01314;SP;1376;4826;3450;3040
SP01315;SP;1726;5836;4110;3619
SP01316;SP;2133;6703;4570;4078
SP01317;SP;2266;7496;5230;4613
SP01318;SP;1812;5897;4085;3656
SP01319;SP;1955;6497;4542;3958
SP01320;SP;2190;8209;6019;5317
SP01321;SP;1210;5117;3907;3487
SP01322;SP;1451;6445;4994;4402
SP01323;SP;1663;6741;5078;4526
SP01324;SP;452;1575;1123;990
SP01325;SP;637;2946;2309;2036
SP01326;SP;1234;4913;3679;3172
SP01327;SP;1657;5676;4019;3516
SP01328;SP;1425;6187;4762;4248
SP01329;SP;892;3596;2704;2348
SP01330;SP;1633;7538;5905;5381
SP01331;SP;512;1932;1420;1244
SP01332;SP;1370;5043;3673;3227
SP01333;SP;2423;8821;6398;5618
SP01334;SP;1474;5470;3996;3544
SP01335;SP;1903;7407;5504;4783
SP01336;SP;1656;6381;4725;4087
SP01337;SP;1484;5929;4445;3891
SP01338;SP;2958;10511;7553;6604
SP01339;SP;1736;6726;4990;4362
SP01340;SP;1601;6735;5134;4545
SP01341;SP;749;3295;2546;2182
SP01342;SP;408;1975;1567;1403
SP01343;SP;527;2274;1747;1538
SP01344;SP;487;1994;1507;1350
SP01345;SP;811;3443;2632;2317
SP01346;SP;1065;4333;3268;2880
SP01347;SP;1972;7950;5978;5442
SP01348;SP;1015;3369;2354;2058
SP01349;SP;1957;7723;5766;5072
SP01350;SP;2464;8729;6265;5416
SP01351;SP;383;1693;1310;1134
SP01352;SP;2563;9339;6776;5976
SP01353;SP;950;3717;2767;2403
SP01354;SP;1883;7702;5819;5063
SP01355;SP;428;1496;1068;936
SP01356;SP;293;1180;887;776
SP01357;SP;594;2333;1739;1534
SP01358;SP;317;931;614;552
SP01359;SP;266;839;573;498
SP01360;SP;1372;4177;2805;2518
SP01361;SP;2306;7818;5512;4949
SP01362;SP;2279;7767;5488;4941
SP01363;SP;1698;5696;3998;3484
SP01364;SP;873;3423;2550;2236
SP01365;SP;1296;4472;3176;2790
SP01366;SP;1845;6944;5099;4461
SP01367;SP;1303;4323;3020;2694
SP01368;SP;1591;6668;5077;4519
SP01369;SP;751;3307;2556;2233
SP01370;SP;1541;6243;4702;4183
SP01371;SP;2044;7808;5764;5049
SP01372;SP;663;2774;2111;1886
SP01373;SP;1783;6512;4729;4169
SP01374;SP;753;3027;2274;2041
SP01375;SP;1004;4586;3582;3214
SP01376;SP;644;2812;2168;1956
SP01377;SP;1833;6246;4413;3830
SP01378;SP;1325;5134;3809;3335
SP01379;SP;505;1511;1006;905
SP01380;SP;1646;6398;4752;4316
SP01381;SP;1389;5235;3846;3384
SP01382;SP;1262;4773;3511;3083
SP01383;SP;976;3644;2668;2378
SP01384;SP;359;1615;1256;1137
SP01385;SP;741;2603;1862;1656
SP01386;SP;1442;5463;4021;3562
SP01387;SP;731;3279;2548;2234
SP01388;SP;1067;4349;3282;2911
SP01389;SP;1598;5537;3939;3498
SP01390;SP;1467;5471;4004;3573
SP01391;SP;1427;5920;4493;3998
SP01392;SP;1260;5417;4157;3701
SP01393;SP;1247;4576;3329;2957
SP01394;SP;719;3196;2477;2198
SP01395;SP;1714;5978;4264;3934
SP01396;SP;1780;6178;4398;3785
SP01397;SP;2555;8800;6245;5605
SP01398;SP;1300;4499;3199;2816
SP01399;SP;2424;8543;6119;5337
SP01400;SP;1523;5413;3890;3412
SP01401;SP;2666;8695;6029;5572
SP01402;SP;1750;5706;3956;3565
SP01403;SP;1552;4451;2899;2568
SP01404;SP;1810;6132;4322;3837
SP01405;SP;1520;6097;4577;4113
SP01406;SP;1284;4561;3277;2885
SP01407;SP;1777;5751;3974;3543
SP01408;SP;1053;3519;2466;2207
SP01409;SP;1509;4997;3488;3180
SP01410;SP;1697;6568;4871;4604
SP01411;SP;1205;5127;3922;3468
SP01412;SP;1617;6509;4892;4341
SP01413;SP;1692;5838;4146;3672
SP01414;SP;2992;11881;8889;7974
SP01415;SP;1355;5045;3690;3257
SP01416;SP;874;3507;2633;2279
SP01417;SP;2177;8205;6028;5308
SP01418;SP;952;3824;2872;2569
SP01419;SP;845;3045;2200;1950
SP01420;SP;908;3530;2622;2277
SP01421;SP;2635;9984;7349;6818
SP01422;SP;895;3948;3053;2730
SP01423;SP;687;3120;2433;2156
SP01424;SP;552;2544;1992;1760
SP01425;SP;849;3763;2914;2663
SP01426;SP;1021;4324;3303;3036
SP01427;SP;4137;13842;9705;8889
SP01428;SP;232;957;725;647
SP01429;SP;1869;6808;4939;4295
SP01430;SP;778;2960;2182;1957
SP01431;SP;366;1550;1184;1064
SP01432;SP;612;2374;1762;1626
SP01433;SP;444;2066;1622;1403
SP01434;SP;290;1266;976;903
SP01435;SP;420;1570;1150;1006
SP01436;SP;1167;3934;2767;2419
SP01437;SP;1326;5207;3881;3356
SP01438;SP;2005;7108;5103;4540
SP01439;SP;1271;4463;3192;2834
SP01440;SP;1392;4739;3347;2880
SP01441;SP;2035;6375;4340;3710
SP01442;SP;1271;5335;4064;3499
SP01443;SP;1457;6125;4668;4090
SP01444;SP;1152;5456;4304;3783
SP01445;SP;1317;5567;4250;3683
SP01446;SP;1124;4917;3793;3310
SP01447;SP;1016;4389;3373;2967
SP01448;SP;639;2723;2084;1859
SP01449;SP;1027;4414;3387;2966
SP01450;SP;1426;5727;4301;3761
SP01451;SP;1092;4196;3104;2671
SP01452;SP;1383;5785;4402;3828
SP01453;SP;1700;6778;5078;4370
SP01454;SP;972;4757;3785;3340
SP01455;SP;1223;5140;3917;3490
SP01456;SP;1268;5392;4124;3613
SP01457;SP;1248;4727;3479;2950
SP01458;SP;1031;4088;3057;2744
SP01459;SP;1119;4391;3272;2874
SP01460;SP;751;3158;2407;2125
SP01461;SP;1686;6903;5217;4584
SP01462;SP;1842;7003;5161;4481
SP01463;SP;1176;4734;3558;3155
SP01464;SP;1087;4055;2968;2573
SP01465;SP;955;3773;2818;2396
SP01466;SP;1291;5214;3923;3405
SP01467;SP;767;3037;2270;1981
SP01468;SP;759;3098;2339;2060
SP01469;SP;1344;5075;3731;3234
SP01470;SP;906;3423;2517;2181
SP01471;SP;405;1901;1496;1299
SP01472;SP;909;3226;2317;2035
SP01473;SP;1848;5784;3936;3377
SP01474;SP;2102;7185;5083;4535
SP01475;SP;1209;3961;2752;2429
SP01476;SP;1266;4315;3049;2671
SP01477;SP;1926;6382;4456;3956
SP01478;SP;2544;7765;5221;4569
SP01479;SP;1658;7013;5355;4658
SP01480;SP;2092;6794;4702;4169
SP01481;SP;788;2868;2080;1806
SP01482;SP;1699;6480;4781;4110
SP01483;SP;1426;5423;3997;3531
SP01484;SP;1166;4803;3637;3208
SP01485;SP;1058;4366;3308;2932
SP01486;SP;1537;6492;4955;4417
SP01487;SP;1205;5209;4004;3538
SP01488;SP;1048;4853;3805;3404
SP01489;SP;2086;7577;5491;4791
SP01490;SP;1164;5134;3970;3542
SP01491;SP;1389;4927;3538;3139
SP01492;SP;1899;6727;4828;4222
SP01493;SP;1010;3722;2712;2415
SP01494;SP;1900;6825;4925;4309
SP01495;SP;1369;5651;4282;3771
SP01496;SP;1351;5781;4430;3904
SP01497;SP;1389;5264;3875;3457
SP01498;SP;1465;5725;4260;3772
SP01499;SP;586;2259;1673;1501
SP01500;SP;368;1399;1031;928
SP01501;SP;222;923;701;621
SP01502;SP;995;4069;3074;2732
SP01503;SP;1533;5963;4430;3835
SP01504;SP;1104;3973;2869;2569
SP01505;SP;282;1275;993;883
SP01506;SP;973;3179;2206;1958
SP01507;SP;543;2166;1623;1470
SP01508;SP;600;2503;1903;1691
SP01509;SP;563;2116;1553;1373
SP01510;SP;508;2124;1616;1403
SP01511;SP;302;1342;1040;932
SP01512;SP;369;1736;1367;1191
SP01513;SP;1054;3487;2433;2134
SP01514;SP;374;980;606;517
SP01515;SP;73;216;143;120
SP01516;SP;100;273;173;150
SP01517;SP;2102;8843;6741;6026
SP01518;SP;1575;6543;4968;4384
SP01519;SP;868;3483;2615;2301
SP01520;SP;1180;4453;3273;2875
SP01521;SP;1662;6526;4864;4328
SP01522;SP;590;2437;1847;1641
SP01523;SP;1481;6929;5448;4814
SP01524;SP;1621;6877;5256;4666
SP01525;SP;1787;5422;3635;3202
SP01526;SP;1321;5784;4463;3989
SP01527;SP;1434;5330;3896;3460
SP01528;SP;753;3192;2439;2168
SP01529;SP;1985;8092;6107;5375
SP01530;SP;1050;4997;3947;3513
SP01531;SP;543;2226;1683;1487
SP01532;SP;1950;6761;4811;4244
