CD_LOC;UF;abstencoes;aptos;comparecimentos;validos
SP00711;SP;1283;4783;3500;3195
SP00712;SP;1942;7054;5112;4635
SP00713;SP;1367;5464;4097;3724
SP00714;SP;833;3081;2248;2021
SP00715;SP;1009;4628;3619;3271
SP00716;SP;1345;6085;4740;4264
SP00717;SP;1221;5351;4130;3720
SP00718;SP;1113;3625;2512;2242
SP00719;SP;1771;6130;4359;3919
SP00720;SP;425;2043;1618;1463
SP00721;SP;857;3054;2197;2063
SP00722;SP;692;3108;2416;2188
SP00723;SP;1401;5496;4095;3699
SP00724;SP;965;3664;2699;2534
SP00725;SP;1725;5899;4174;3910
SP00726;SP;1443;4468;3025;2809
SP00727;SP;1398;5267;3869;3548
SP00728;SP;1290;4919;3629;3286
SP00729;SP;2176;8105;5929;5377
SP00730;SP;1349;5502;4153;3748
SP00731;SP;1219;4685;3466;3123
SP00732;SP;985;3768;2783;2477
SP00733;SP;1601;6587;4986;4393
SP00734;SP;959;3871;2912;2590
SP00735;SP;1490;5909;4419;4005
SP00736;SP;1422;6501;5079;4565
SP00737;SP;1419;6265;4846;4370
SP00738;SP;1968;8744;6776;6083
SP00739;SP;431;1868;1437;1321
SP00740;SP;868;3936;3068;2780
SP00741;SP;927;4300;3373;3062
SP00742;SP;1087;5088;4001;3633
SP00743;SP;994;4240;3246;2959
SP00744;SP;1231;5446;4215;3718
SP00745;SP;1233;4714;3481;3283
SP00746;SP;312;1614;1302;1194
SP00747;SP;1163;4941;3778;3429
SP00748;SP;1033;3624;2591;2384
SP00749;SP;416;1955;1539;1379
SP00750;SP;301;1353;1052;967
SP00751;SP;431;1977;1546;1383
SP00752;SP;882;3263;2381;2062
SP00753;SP;351;1731;1380;1254
SP00754;SP;166;1139;973;913
SP00755;SP;701;2817;2116;1899
SP00756;SP;957;3235;2278;2048
SP00757;SP;761;3284;2523;2281
SP00758;SP;900;4241;3341;3016
SP00759;SP;796;3490;2694;2390
SP00760;SP;1771;6093;4322;3865
SP00761;SP;887;3317;2430;2172
SP00762;SP;924;4199;3275;2932
SP00763;SP;618;2894;2276;2054
SP00764;SP;257;1319;1062;929
SP00765;SP;2514;8135;5621;5233
SP00766;SP;2085;7053;4968;4597
SP00767;SP;1983;6440;4457;4149
SP00768;SP;1362;4292;2930;2732
SP00769;SP;1614;5078;3464;3221
SP00770;SP;1947;6150;4203;3800
SP00771;SP;2272;7436;5164;4740
SP00772;SP;1547;5664;4117;3665
SP00773;SP;1838;6264;4426;4024
SP00774;SP;2062;7854;5792;5286
SP00775;SP;2144;7449;5305;4751
SP00776;SP;1902;6598;4696;4244
SP00777;SP;1815;5853;4038;3544
SP00778;SP;2212;7392;5180;4520
SP00779;SP;2024;7813;5789;5103
SP00780;SP;877;3820;2943;2695
SP00781;SP;1188;4179;2991;2681
SP00782;SP;1694;6626;4932;4346
SP00783;SP;239;823;584;553
SP00784;SP;776;3105;2329;2069
SP00785;SP;448;1882;1434;1323
SP00786;SP;1137;4539;3402;3036
SP00787;SP;569;2366;1797;1621
SP00788;SP;1808;6979;5171;4448
SP00789;SP;436;1625;1189;1116
SP00790;SP;384;1404;1020;951
SP00791;SP;305;1168;863;780
SP00792;SP;696;2736;2040;1846
SP00793;SP;602;2523;1921;1710
SP00794;SP;1415;5472;4057;3583
SP00795;SP;1361;5107;3746;3355
SP00796;SP;291;1001;710;634
SP00797;SP;1027;3693;2666;2468
SP00798;SP;790;3561;2771;2601
SP00799;SP;2163;7792;5629;4943
SP00800;SP;1398;5404;4006;3653
SP00801;SP;909;3726;2817;2598
SP00802;SP;586;2293;1707;1473
SP00803;SP;970;3495;2525;2238
SP00804;SP;358;1445;1087;953
SP00805;SP;2003;6882;4879;4361
SP00806;SP;1563;5119;3556;3197
SP00807;SP;1278;4221;2943;2676
SP00808;SP;1605;5967;4362;3995
SP00809;SP;1247;4931;3684;3427
SP00810;SP;1287;4312;3025;2756
SP00811;SP;1468;4790;3322;3021
SP00812;SP;2030;6537;4507;4071
SP00813;SP;1690;5405;3715;3429
SP00814;SP;1069;3409;2340;2158
