CD_LOC;NM_LOCAL_VOTACAO;DS_ENDERECO;NM_BAIRRO;NR_CEP
SP00768;EE DEPUTADO NELSON FERNANDES;RUA OURICANA,57;VILA GUARANI;4317240
SP00769;EMEF CACILDA BECKER;AV. ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 2013;JABAQUARA;4309011
SP00770;EMEF ARMANDO DE ARRUDA PEREIRA;RUA CEL. LUÍS DE FARIA E SOUZA, 12;V DO ENCONTRO;4323010
SP00771;EE DOUTOR ANGELO MENDES DE ALMEIDA;RUA APACE, S/N;JD ORIENTAL;4347110
SP00772;EMEF ALMIRANTE ARY PARREIRAS;RUA IPAOBI, 142;V BABILONIA;4351050
SP00773;EE JOÃO AMOS COMENIUS;AV. ESTEVÃO MENDONÇA, 439;V STA CATARINA;4372050
SP00774;EE PROFESSOR REDUCINO DE OLIVEIRA LARA;RUA CONTOS GAUCHESCOS, 322;V STA CATARINA;4369000
SP00775;EE PROFESSORA HELOÍSA CARNEIRO;RUA ANTONIO COVELLO,58;JD JABAQUARA;4383070
SP00776;EE PROFESSOR JOÃO MARIA PIRES DE AGUIAR;RUA DOS MARAPÉS,17;V CAMPESTRE;4330070
SP00777;EE DONA PÉROLA BYINGTON;RUA DR. ALCIDES DE CAMPOS, 150;AMERICANÓPOLIS;4336160
SP00778;EE PROFESSORA MARIA AUGUSTA DE MORAES NEVES;RUA HUGO VÍTOR DA SILVA, 508;AMERICANÓPOLIS;4340040
SP00779;EE PROFESSOR PEDRO CALIL PADIS;AV. RODRIGUES MONTEMOR, 395;JD SCAFF;4387000
SP00780;EE PROFESSOR MIGUEL ROQUE;RUA DOMICIANO LEITE RIBEIRO, 455;VILA GUARANI;4317000
SP00781;EE SALVADOR MOYA;RUA ITAIARA,51;CID VARGAS;4320110
SP00782;EE PROFESSOR ARTHUR WOLFF NETTO;R. AZOR SILVA,153;V FACHINI;4326010
SP00783;EMEI PROFESSORA LOURDES HEREDIA MELLO;PRAÇA WHITACKER PENTEADO, 264;V PQ JABAQUARA;4307050
SP00784;EE PROFESSORA LAÍS AMARAL VICENTE;RUA TAQUACETUBA, 214;JD ORIENTAL;4349210
SP00785;EMEI NEUSA MARIA ROSSI;RUA LUCRÉCIA MACIEL, 40;VILA GUARANI;4314130
SP00786;EMEF MARINA VIEIRA DE CARVALHO MESQUITA;RUA NESTOR DE CASTRO,223;CID DOMITILA;4387270
SP00787;EMEI. MACHADO DE ASSIS;RUA TENENTE AMÉRICO MORETTI, 1189;V STA CATARINA;4372060
SP00788;EE PROFESSORA EDMÉA ATTAB;RUA OLIVÉRIO GIRONDO, 127;VL STA MARGARIDA;4414170
SP00789;EMEI DONA LEONOR MENDES DE BARROS;PRAÇA JOSÉ LUZ, 108;CID VARGAS;4320010
SP00790;EMEI LAUDO FERREIRA DE CAMARGO;RUA SARGENTO TOMÁS DE MEDEIROS, 23;V PQ JABAQUARA;4345040
SP00791;CEI DOMINGOS RUFINO DE SOUZA (VILA MIRA);RUA NAVARRA, 260;V STA CATARINA;4374040
SP00792;CEI VEREADOR RAUL TABAJARA VIDIGAL LEITÃO;AV. JOSÉ ESTEVÃO DE MAGALHÃES, 356;V CAMPESTRE;4332050
SP00793;EMEI CASIMIRO DE ABREU;RUA DAS ROLINHAS, 207;V DO ENCONTRO;4323070
SP00794;EE LEONOR QUADROS;RUA BALTAZAR GOMES DE ALARCÃO, S/N;JARDIM MIRIAM;4417270
SP00795;EE PROFESSORA YOLANDA BERNARDINI ROBERT;RUA FRANCISCO DE ALVARENGA, S/N;JARDIM MIRIAM;4417260
SP00796;CEI HELENA IRACY JUNQUEIRA;RUA EUDORA, 56;V DO ENCONTRO;4324240
SP00797;SOCIEDADE EDUCACIONAL JABAQUARA - ANGLO LEONARDO DA VINCI;AV. ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 1806 /1888;JABAQUARA;4309011
SP00798;SENAC JABAQUARA;AV. DO CAFÉ, 298;VILA GUARANI;4311000
SP00799;CEU - EMEF PROFESSOR JOSE REZENDE;AV. ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 5241;JD LOURDES;4325001
SP00800;EMEF PROFESSORA ANA MARIA ALVES BENETTI;RUA CRUZ DAS ALMAS, 74;V CAMPESTRE;4330060
SP00801;CETEC CENTRO DE ENSINO DE TECNOLOGIA E COMUNICAÇÃO;RUA DOS JORNALISTAS, 234;JABAQUARA;4318000
SP00802;EMEI AYRTON SENNA DA SILVA;RUA SEBASTIÃO AFONSO, 271;JARDIM MIRIAM;4417100
SP00803;CEU - EMEI CAMINHO DO MAR;AV. ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 5241;JD LOURDES;4325001
SP00804;CEU - CEI PROFESSORA DULCE SALLES CUNHA BRAGA;AV. ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 5241;JD LOURDES;4325001
SP00805;EE PROF JULIO CESAR DE OLIVEIRA;R ALBERTO VEIGA, 99;VILA PIRITUBA;5172270
SP00806;EE. DR. AGENOR COUTO DE MAGALHÃES;AV. GUILHERME MANKEL, 99;VILA CLARICE;5176000
SP00807;EMEF. DESEMBARGADOR SÍLVIO PORTUGAL;RUA FRANCISCO SAVERIO ORLANDI, 141;JARDIM LÍBANO;5138100
SP00808;EE. ERMANO MARCHETTI;RUA PEDRO MARIGLIANI, 192;CHACARA INGLESA;5141010
SP00809;EE. PROF. RAUL ANTONIO FRAGOSO;RUA CHARLES SILVER, 51;JARDIM SAO RICARDO;5143210
SP00810;EE. PROF. SÍLVIO XAVIER ANTUNES;RUA JOSÉ DA SILVA MARTHA, 150;PIQUERI;2913100
SP00811;EMEF. MÁRIO KOSEL FILHO;RUA URUTINGA, 144;VILA CATUPIA;2933140
SP00812;EE. PROF. MARIANO DE OLIVEIRA;RUA ALMIRANTE ISAÍAS NORONHA, 13;VILA PEREIRA BARRETO;2919100
SP00813;EMEF. MONTEIRO LOBATO;AV. PAULA FERREIRA, 2653;VILA PIRITUBA;2915100
SP00814;EMEF. PROF. GABRIEL PRESTES;RUA CARLOS ALBERTO DA CUNHA MATTOS, 134;CHACARA INGLESA;5140040
SP00815;EE. PROF. CÂNDIDO GONÇALVES GOMIDE;RUA AVELINO ZANETTI, 50;JARDIM CIDADE PIRITUBA;2945100
SP00816;EE. PROF. ALÍPIO DE BARROS;AV. COMENDADOR FEIZ ZARZUR, S/N;JARDIM CIDADE PIRITUBA;2942000
SP00817;EMEF. IMPERATRIZ LEOPOLDINA;AV. COMENDADOR FEIZ ZARZUR, S/N;JARDIM CIDADE PIRITUBA;2942000
SP00818;EE. PROF. JOÃO NOGUEIRA LOTUFO;RUA JOSÉ MARCOS DE ALBUQUERQUE, 1-B;JARDIM SANTA MONICA;5171400
SP00819;EMEI. PROFA. EUNICE DOS SANTOS;RUA SILVINO DE GODOY, 185;JARDIM CIDADE PIRITUBA;2942030
SP00820;COLEGIO PADRE GIORDANO COMERCIAL E EDUCACIONAL LTDA;RUA BALTAZAR DA SILVEIRA, 385;PIRITUBA;2916000
SP00821;EM. GUIOMAR CABRAL;AV. MENOTTI LAUDÍSIO, 553;JARDIM CIDADE PIRITUBA;2945000
SP00822;EM. PROFA. VERA LÚCIA APARECIDA RIBEIRO;RUA BENEDITO PEREIRA, 206;JARDIM LÍBANO;5138120
SP00823;EMEI. AFONSO SARDINHA;AV. MUTINGA, 1406;JARDIM SANTO ELIAS;5110000
SP00824;COLÉGIO CANELLO MARQUES;AV. MENOTTI LAUDÍSIO, 221;JARDIM CIDADE PIRITUBA;2945000
SP00825;COLEGIO SAO JOAO GUALBERTO;RUA DR. ARGEMIRO COUTO DE BARROS, 194;CHACARA INGLESA;5142040
SP00826;EE. PIO XII;RUA OTÁVIO DOMINGUITO, 50;PIQUERI;2912040
SP00827;FACULDADES ANHANGUERA;AV. RAIMUNDO PEREIRA DE MAGALHÃES, 3305;PIRITUBA;5145200
SP00828;INTERNATO PIRITUBA;RUA STEFANO MAUSER, 651;PIRITUBA;5175200
SP00829;ESCOLA SANTA TEREZA;RUA ITAREMA, 25;PARQUE SAO DOMINGOS;5121130
SP00830;INSTITUTO DE ENSINO ROSATI E CRUCIANI;RUA LUIS ELIAS ATTIÊ, 296/300;PARQUE SAO DOMINGOS;5124000
SP00831;EMEF. GABRIEL SYLVESTRE TEIXEIRA DE CARVALHO;RUA CORONEL ALBINO REGO, 132;PARQUE MARIA DOMITILA;5128030
SP00832;EMEF. AMADEU MENDES;RUA TOMAS LOPES FERREIRA, 110;PARQUE SAO DOMINGOS;5125090
SP00833;EE. ANTONIO FRANCISCO REDONDO;RUA EVANDRO DANTON FERREIRA GANDRA, S/N;VILA MANGALOT;5131100
SP00834;EMEF DES. EUCLIDES CUSTÓDIO DA SILVEIRA;RUA JOSÉ DE MORAIS, 191;PARQUE SAO DOMINGOS;5121060
SP00835;EE. OCTÁVIO MONTEIRO DE CASTRO;PRAÇA ITAQUIRAI, S/N;VILA MANGALOT;5132110
SP00836;EMEF. RUI BLOEM;RUA ARMANDO FLAMARION COELHO, 241;JARDIM SANTO ELIAS;5136270
SP00837;EE. ANTONIO CARLOS FERREIRA NOBRE;RUA AGOSTINHO DOS SANTOS, 235;PARQUE SAO DOMINGOS;5125050
SP00838;EMEF. JAIRO RAMOS;RUA GENERAL LAURO CAVALCANTI DE FARIAS, 438;JARDIM MANGALOT;5135000
SP00839;EMEI. PADRE CHARBONNEAU;RUA FÁBIO DE ALMEIDA MAGALHÃES, 95;VILA GUEDES;5135370
SP00840;EMEI. PAULO VI;RUA CARLO PERINELLO, S/N;VILA MANGALOT;5132210
SP00841;COLÉGIO MIRANDA;RUA CORONEL JOSE RUFINO FREIRE, 193;PARQUE SAO DOMINGOS;5159500
SP00842;E.E. PROFA. ZENAIDE VILALVA DE ARAUJO;RUA BELO JARDIM, 674;JARDIM VISTA LINDA;5159200
SP00843;E.E. PROFª BENEDITA DE REZENDE;AV. DR. ASSIS RIBEIRO, 8.402;VILA RICA;3717000
SP00844;E.M.E.I. PROFª RUTH GONÇALVES CHAVES;RUA FIGUEIRA DA POLINÉSIA, 373;JARDIM MATARAZZO;3813000
SP00845;E.M.E.I. SARGENTO MAX WOLF FILHO;RUA DONA MARIA JOVITA DA CONCEIÇÃO, 258;JARDIM BELÉM;3809150
SP00846;E.E. ERMELINO MATARAZZO;AV. ABEL TAVARES, 725;JARDIM BELÉM;3810110
SP00847;E.E. PROF. LÚCIO DE CARVALHO MARQUES;RUA JACIRA FERRARI DE OLIVEIRA, 39;JARDIM MATARAZZO;3810060
SP00848;E.E. CONDESSA FILOMENA MATARAZZO;AV. PARANAGUÁ, 472;VILA PARANAGUÁ;3806000
SP00849;E.E. PROF. UMBERTO CONTE CHECCHIA;RUA GENERAL COSTA CAMPOS, 280;VILA PARANAGUÁ;3807100
SP00850;E.E. PROFª EUNICE LAUREANO DA SILVA;PRAÇA FLORINDO ANTONIO BORATELLA, 12;PARQUE BOTURUSSU;3804065
SP00851;E.M.E.F. OCTÁVIO MANGABEIRA;RUA PAULO BIFANO ALVES, 658;PARQUE BOTURUSSU;3801000
SP00852;E.M.E.I. AUGUSTO FROEBEL;RUA FÁBIO JOSÉ BEZERRA, 643;PARQUE BOTURUSSU;3805000
SP00853;E.E. PROFª THEREZINHA ARANHA MANTELLI;RUA PROF. ANTONIO DE CASTRO LOPES, 930;PARQUE BOTURUSSU;3805080
SP00854;E.E. PROFª LEONOR RENDESI;RUA BOAVENTURA RODRIGUES DA SILVA, 1.000;PARQUE BOTURUSSU;3801120
SP00855;COLÉGIO CARLOS DRUMMOND DE ANDRADE;AV. SÃO MIGUEL, 4.335;PARQUE BOTURUSSU;3871000
SP00856;E.E. PROF. JOAQUIM TORRES SANTIAGO;RUA ANTONIO BONICI, 60;JARDIM MATARAZZO;3811060
SP00857;E.E. PROF. PEDRO DE ALCÂNTARA MARCONDES MACHADO;AV. MANOEL DOS SANTOS BRAGA, 391;VILA ROBERTINA;3807320
SP00858;E.E. JORNALISTA FRANCISCO MESQUITA;AV. VENCESLAU GUIMARÃES, 581;VILA CÍSPER;3823000
SP00859;COLÉGIO SENA DE MIRANDA;RUA DONA MARIA JOVITA DA CONCEIÇÃO, 173;JARDIM BELÉM;3809150
SP00860;ASSOCIAÇÃO EDUCACIONAL ARGUMENTO - OBJETIVO;AV. JOÃO BATISTA DE OLIVEIRA, 350;VILA PARANAGUÁ;3807000
SP00861;E.E. MARIA JOVITA;RUA VILA NOVA DE SANTA CRUZ, S/N;JARDIM MATARAZZO;3813060
SP00862;E.M.E.F. PROF. JOÃO FRANZOLIN NETO;RUA PEDRA LAVRADA, 575;VILA CÍSPER;3818000
SP00863;COLÉGIO FLORESTA;RUA PROF. JOSÉ DE SOUZA, 173;PONTE RASA;3801010
SP00864;COLÉGIO INOVAÇÃO - UNIDADE 2;RUA FÁBIO JOSÉ BEZERRA, 611;PARQUE BOTURUSSU;3805000
SP00865;E.E. IRMÃ ANNETE MARLENE FERNANDES DE MELLO;RUA ARLINDO BETTIO, 45 B;JARDIM KERALUX;3828000
SP00866;E.M.E.I. RODRIGO SOARES JÚNIOR;RUA CAIÇARA DO RIO DO VENTO, 237;VILA CÍSPER;3817000
SP00867;E.M.E.I. PROFª DINAH GALVÃO;RUA JAN LAND, 14;JARDIM VERÔNIA;3823100
SP00868;E.M.E.F. DEP. JANUÁRIO MANTELLI NETO;RUA CAIÇARA DO RIO DO VENTO, 367;VILA CÍSPER;3817000
SP00869;E.M.E.F. NEUZA AVELINO DA SILVA MELO (CAUCÁSICA);RUA CAUCÁSICA, 133;JARDIM MATARAZZO;3813240
SP00870;E.E. PARQUE ECOLÓGICO;RUA JAPICHAUA, 300;JARDIM MATARAZZO;3813310
SP00871;E.E. DRA. ZILDA ARNS NEUMANN;RUA CANGICA, 50;JARDIM DAS CAMÉLIAS;8050390
SP00872;C.E.U. PARQUE SÃO CARLOS;RUA CLAREAR, 141;JARDIM SÃO CARLOS (ZONA LESTE);8062590
SP00873;E.E. LUIGI PIRANDELLO;AVENIDA LARANJA DA CHINA, 50;JARDIM DAS CAMÉLIAS;8050710
SP00874;E.M.E.F. MILTON PEREIRA COSTA;RUA HENRIQUE XAVIER DE BRITO, 221;JARDIM PEDRO JOSÉ NUNES;8061015
SP00875;E.E. PROF. GABRIEL PELICIOTTI;RUA TITO CAPINAM, 25;JARDIM SÃO CARLOS (ZONA LESTE);8062270
SP00876;E.E. PROF. PAULO ROBERTO FAGGIONI;RUA TABACARANA, 10;LIMOEIRO;8051100
SP00877;E.E. REVERENDO JOSÉ BORGES DOS SANTOS JR.;RUA DANIEL ARCIONI, 80;LIMOEIRO;8051080
SP00878;E.M.E.F. DR. PEDRO ALEIXO;RUA PAU-D'ARCO-ROXO, 371;JARDIM PEDRO JOSÉ NUNES;8061030
SP00879;E.M.E.F. RAUL PILLA;RUA PADRE ORLANDO NOGUEIRA, 139;LIMOEIRO;8051560
SP00880;E.M.E.F. SENADOR LINO DE MATTOS;RUA SAPUPIRA, 1.005 A;JARDIM PEDRO JOSÉ NUNES;8061440
SP00881;E.M.E.I. PROFª. CRISTIANE CRUDE SANTOS;RUA FLOR DE SÃO MIGUEL, 261;JARDIM PEDRO JOSÉ NUNES;8061020
SP00882;E.M.E.I. DR. ANTONIO ROBERTO ALVES BRAGA;RUA DOS ESCOTEIROS, 110;JARDIM DAS CAMÉLIAS;8050350
SP00883;E.M.E.I. GLOBO DO SOL;RUA GLOBO DO SOL, 85;JARDIM PEDRO JOSÉ NUNES;8061290
SP00884;EE. ALMIRANTE MARQUÊS DE TAMANDARÉ;RUA JACARÉ COPAÍBA, 33;VILA MARINA;2965170
SP00885;EMEF. ÉRICO VERÍSSIMO;RUA RAFAEL ALVES, 295;VILA MARINA;2967050
SP00886;EE. PROF. ANTONIO EMÍLIO DE SOUZA PENNA;RUA CAROLINA MARIA DO CARMO, S/N;VILA ALBERTINA;2729080
SP00887;EMEF. PRESIDENTE NILO PEÇANHA;RUA ENÉIAS LUÍS CARLOS BARBANTI, 660;VILA ARCADIA;2911000
SP00888;COLÉGIO B.A.L.;RUA ANTONIETA LEITÃO, 156;FREGUESIA DO O;2925160
SP00889;EE. PADRE MANOEL DE NÓBREGA;AVENIDA ITABERABA, 145;NOSSA SENHORA DO O;2734000
SP00890;EE. PROF. AUGUSTO RIBEIRO DE CARVALHO (PIQUERI - ARC);RUA PROF. JOÃO MACHADO, 511;NOSSA SENHORA DO O;2927000
SP00891;EE. PROF. JÁCOMO STAVALE;RUA MANUEL MADRUGA, 205;FREGUESIA DO O;2960020
SP00892;EE. PASQUALE PECCICACCO;RUA NAZÁRIO PAGANO, 225;JARDIM MONJOLO;2961030
SP00893;EMEF. PLÍNIO AYROSA;RUA TOMÁS RAMOS JORDÃO, 259;PARQUE MONTEIRO SOARES;2736000
SP00894;COLÉGIO SANTA LÚCIA FILIPPINI;RUA SANTA LÚCIA FILIPPINI, 104;ITABERABA;2737100
SP00895;EE. PROF. JOAQUIM LUIZ DE BRITO;RUA SANTA LÚCIA FILIPPINI, 65;ITABERABA;2737100
SP00896;EE. MATHIAS AIRES;RUA MOINHO VELHO, 355;MOINHO VELHO;2929000
SP00897;EE. PROF. MILTON DA SILVA RODRIGUES;RUA JOÃO CORDEIRO, 929;MOINHO VELHO;2960000
SP00898;EMEF. DOUTOR ELIAS DE SIQUEIRA CAVALCANTI;RUA SANTA ÂNGELA, 50;VILA PALMEIRAS;2727000
SP00899;EE. REGENTE FEIJÓ;PRAÇA ITÁLICO ANCONA LOPES, 257;VILA ALBERTINA;2730070
SP00900;EE. DOUTOR JOAQUIM SILVADO;RUA MONSENHOR MANOEL GOMES, 306;VILA ZAT;2975120
SP00901;EE. JORNALISTA CARLOS FREDERICO WERNECK LACERDA;RUA CONCEIÇÃO DO NORTE, 906;VILA ZAT;2976200
SP00902;EE. PROF. PAULO TRAJANO DA SILVEIRA SANTOS;RUA PRAIA DO TUMIARÚ, 320;VILA MARINA;2965020
SP00903;EMEI. MANOEL PRETO;RUA BONIFÁCIO CUBAS, 356;VILA ALBERTINA;2731000
SP00904;EMEI JARDIM MONJOLO I;RUA CALIXTO DE ALMEIDA, 442A;FREGUESIA DO O;2961000
SP00905;EMEF. GENERAL LIBERATO BITTENCOURT (QUINZE);RUA ARNALDO ALVERNAZ NUNES, 320;JARDIM SAO JOSE;2969100
SP00906;EMEI. NAIR CORREA BUARQUE;R. SANTA ÂNGELA, 50;VILA PALMEIRAS;2727000
SP00907;EE. PROF. GERALDO HOMERO DE FRANÇA OTTONI;RUA BERNARDO ROLIM DE MOURA, 129;VILA MIRANTE;2955110
SP00908;EMEI. VINTE E CINCO DE JANEIRO;RUA PADRE FELICIANO DOMINGUES, 182;JARDIM MARILIZA;2965140
SP00909;COLÉGIO ORLANDO GARCIA DA SILVEIRA S/C LTDA;RUA MANOEL MADRUGA, 104;FREGUESIA DO O;2960020
SP00910;NÚCLEO CORAÇÃO MATERNO;RUA ANTONIO PIRES, 663;VILA ALBERTINA;2730000
SP00911;COLEGIO BEKA SC LTDA;AVENIDA ITABERABA , 669;FREGUESIA DO O;2734000
SP00912;CENTRO DE ENSINO INTEGRADO WELLINGTON;AVENIDA MINISTRO PETRÔNIO PORTELA, 11;MOINHO VELHO;2959000
SP00913;EE. NOSSA SENHORA DO RETIRO;RUA MARGARIDA RAMALHO (DR. PEDRO DE MUSTRE PORTUGAL, 265);VILA NOSSA SENHORA DO RETIRO;2951110
SP00914;EMEI. EURÍPIDES SIMÕES DE PAULA;RUA BARRA DO JACARÉ, 73;VILA MIRIAM;2977090
SP00915;EE. PROFESSOR JOSÉ BARBOSA DE ALMEIDA;AVENIDA ELÍSIO TEIXEIRA LEITE, 3000;MORRO GRANDE;2810000
SP00916;EMEI. ANTONIO MUNHOZ BONILHA;RUA VICENTE ANTONIO DE OLIVEIRA, 74;VILA MIRANTE;2955080
SP00917;EMEF MARIA APARECIDA RODRIGUES CINTRA;RUA ARAUAZINHO S/N;VILA MARINA;2967160
SP00918;COLEGIO SANTA BARBARA;RUA DOMINGOS GIGLIO, 141;VILA MIRIAM;2972010
SP00919;EMEF. PROFESSORA CAIRA ALAYDE ALVARENGA MEDEA;RUA XAVIER DA SILVA FERRÃO, 217;SÍTIO MORRO GRANDE;2808000
SP00920;EMEF JARDIM PAULISTANO - CEU JD. PAULISTANO;RUA APARECIDA DO TABOADO, S/N;JARDIM PAULISTANO (ZONA NORTE);2814000
SP00921;EMEF. PROFESSORA LILIAN MASO;RUA ENCRUZILHADA DO SUL, 1005;JARDIM PAULISTANO (ZONA NORTE);2816010
SP00922;EE. JOÃO SOLIMEO;ESTRADA DO SABÃO, 1497;JARDIM MARISTELA;2806000
SP00923;EE. PROFESSOR GALDINO LOPES CHAGAS;ESTRADA DO SABÃO, 1547;JARDIM MARISTELA;2806000
SP00924;EE. CLODOMIRO CARNEIRO;RUA MANOEL DE SOUZA AZEVEDO, 364;SÍTIO MORRO GRANDE;2809040
SP00925;PEI. DOUTOR AUGUSTO DE MACEDO COSTA;RUA CONCEIÇÃO DE JACAREÍ, 8;VILA CRUZ DAS ALMAS;2805140
SP00926;EMEF. PROFESSORA JOANINHA GRASSI FAGUNDES;RUA ALBERTO ANDALO, 36;PARQUE SÃO LUIS;2840080
SP00927;EE. CACILDA BECKER;RUA CAPITÃO JOSE AMARAL, 44;PARQUE SÃO LUIS;2832110
SP00928;EE. PROFESSOR PLÍNIO DAMASCO PENNA;RUA GENERAL ULHOA CINTRA, 37;PARQUE MANDI;2759030
SP00929;EE. PROFESSOR OSMAR BASTOS CONCEIÇÃO;RUA DOUTOR PINHEIRO DE FARIA, 40;JARDIM MARISTELA;2806040
SP00930;EMEI FELIPE MESTRE JOU;AVENIDA JOAO PAULO I, 1347;PARQUE SÃO LUIS;2842280
SP00931;EMEI MANUEL BANDEIRA;RUA ANTONIO GENELLE, 151;JARDIM MONTE ALEGRE;2811000
SP00932;EMEF. PEDRO AMÉRICO;RUA VICENTE JORGE, 100;VILA BANCARIA MUNHOZ;2759100
SP00933;EMEF. LEONARDO VILLAS BOAS;RUA JOSÉ VIRIATO DE CASTRO, 63;JARDIM BOM REFUGIO;5786110
SP00934;EE. PRESIDENTE KENNEDY;RUA FRANCISCO PEIXOTO, 54;JARDIM PIRAJUSSARA;5759260
SP00935;EMEF. MAURÍCIO SIMÃO;RUA KUNITO MIYASAKA, 54;JARDIM MARTINICA;5759260
SP00936;EMEF. CEL. PALIMÉRCIO DE REZENDE;RUA FREI MARTINHO BURNIER, 50;JARDIM CATANDUVA;5767370
SP00937;EMEF. PREFEITO ADHEMAR DE BARROS;RUA GIOVANNI AMADEO, 187;JARDIM CATANDUVA;5767400
SP00938;EE. DUGLAS TEIXEIRA MONTEIRO;RUA PROF. OSCAR CAMPIGLIA, 529;JARDIM PIRACUAMA;5762230
SP00939;EMEF. MINISTRO SYNÉSIO ROCHA;RUA JARACATIA, 488;JARDIM UMARIZAL;5754070
SP00940;EE. PROF. MESSIAS FREIRE;RUA IBI, 18;JARDIM LEONIDAS MOREIRA;5792070
SP00941;EMEF. DES. PAULO COLOMBO PEREIRA DE QUEIROZ;RUA DR. ABELARDO DA CUNHA LOBO, 348;PARQUE ARARIBA;5778150
SP00942;EMEF. ZULMIRA CAVALHEIRO FAUSTINO;RUA MELO COUTINHO, 69;PARQUE REGINA;5775230
SP00943;EE. MOACYR DE CASTRO FERRAZ;RUA JUAN ALDAMA, 100;JARDIM UMUARAMA;5783130
SP00944;EMEF. FAGUNDES VARELLA;AVENIDA AUGUSTO BARBOSA TAVARES, 716;JARDIM MARIA SAMPAIO;5790140
SP00945;EE. PROF. DOUTOR CLÓVIS DE OLIVEIRA;RUA LIRA CEARENSE, 869;JARDIM PIRACUAMA;5763450
SP00946;EE. DIB AUDI;RUA JANUARIO DA CUNHA BARBOSA, 413;JARDIM ELIZABETH;5793280
SP00947;EE. DR. HÉLIO MOTTA;RUA CANORI, 30;JARDIM OLINDA;5765170
SP00948;EE. PROFª OCTÁVIA CÂNDIDO DOS SANTOS;RUA CANTANHEDE, S/N;JARDIM MARIA SAMPAIO;5790150
SP00949;EE. FERNANDO GASPARIAN;RUA LUSTER, 216;JARDIM UMUARAMA;5783130
SP00950;EE. DR. FRANCISCO BRASILIENSE FUSCO;RUA JARACATIA, 941;JARDIM UMARIZAL;5754071
SP00951;EE. SANTA ROSA DE LIMA;RUA NAIMPUR, 80;JARDIM VALE DAS VIRTUDES;5796150
SP00952;CÉU CAMPO LIMPO - CEI;AVENIDA CARLOS LACERDA, 678;PIRAJUSSARA;5789000
SP00953;EE. COMENDADOR MIGUEL MALUHY;ESTRADA DOS MIRANDAS, 40;VILA NAIR;5752590
SP00952;CÉU CAMPO LIMPO EMEF;AVENIDA CARLOS LACERDA, 678;PIRAJUSSARA;5789000
SP00952;CÉU CAMPO LIMPO - EMEI;AVENIDA CARLOS LACERDA, 678;PIRAJUSSARA;5789000
SP00954;EMEF. 22 DE MARÇO;RUA FRANCISCO SOARES, 51;PARQUE ARARIBA;5774300
SP00955;EMEF. MODESTO SCAGLIUSI;RUA JOÃO RODRIGUES DE MOURA, 16;JARDIM PIRACUAMA;5763440
SP00956;EMEF. SÓCRATES BRASILEIRO;RUA PROFESSORA NINA STOCCO, 597;JARDIM CATANDUVA;5767001
SP00957;EMEF. JORNALISTA MILLOR FERNANDES;RUA FRANCISCO SOARES, 487;PARQUE REGINA;5774300
SP00958;EE PROFESSORA NAIR HIROKO KONNO HASHIMOTO;RUA JANUÁRIO DA CUNHA BARBOSA, 221;JARDIM ELIZABETH;5793280
SP00959;CÉU - CANTOS DO AMANHECER;AVENIDA CANTOS DO AMANHECER, S/N;JARDIM ELEDY;5856020
SP00960;E.E. AMADOR E CATHARINA SAPORITO;RUA AMARO OLIVEIRA LIMA, 290;PARQUE ESMERALDA;5576100
SP00961;E.E. PROFESSOR FLÁVIO JOSÉ OSÓRIO NEGRINI;RUA CASEMIRO, 66;JARDIM OLINDA;5766300
SP00962;EMEF LEVY DE AZEVEDO SODRÉ;RUA GOLPAZARI, N 10;JARDIM VALE DAS VIRTUDES;5796020
SP00963;EMEI ASSIS CHATEAUBRIAND;RUA CARANANDINA, N 30;JARDIM UMARIZAL;5754020
SP00964;COLÉGIO MIGUEL DE CERVANTES;AV. JORGE JOÃO SAAD, 905;VILA PROGREDIOR;5618001
SP00965;COLÉGIO SANTO AMÉRICO;RUA SANTO AMÉRICO, 275;JARDIM COLOMBO;5629020
SP00966;EE. PROF. PEDRO FONSECA;RUA RUBENS GRISOLIA, 65;JARDIM MONTE KEMEL;5634150
SP00967;EE. THOMAZIA MONTORO;RUA DR. ADOLPHO DE MELLO JÚNIOR, 156;FERREIRA;5522030
SP00968;EE. PROFA. JACYRA MOYA MARTINS CARVALHO;RUA ALMIRANTE ARISTIDES GUILHEM, 38;JARDIM JUSSARA;5526000
SP00969;EMEF. TARSILA DO AMARAL;RUA NATAL PIGASSI, 787;JARDIM CELESTE;5527000
SP00970;EE. VIRGÍLIA RODRIGUES ALVES DE CARVALHO PINTO;RUA DOMINGOS BARBIERI, 350;INSTITUTO DE PREVIDENCIA;5531060
SP00971;EE. DR. KYRILLOS;RUA ANTONIO ADIB CHAMMAS, 124;INSTITUTO DE PREVIDENCIA;5530090
SP00972;EE. DONA ANA ROSA DE ARAÚJO;RUA ÉDEN, 100;VILA INAH;5619000
SP00973;EE. SENADOR ADOLFO GORDO;RUA DOM ARMANDO LOMBARDI, 223;VILA PROGREDIOR;5616010
SP00974;COLÉGIO E.PÉRY E TIA MIN;RUA JOSÉ JANNARELLI, 621;CAXINGUI;5625001
SP00975;EE. PROF. ANDRONICO DE MELLO;RUA THEO DUTRA, 33;JARDIM COLOMBO;5628000
